"place_code","place_name","state","eli_households","total_vouchers","vouchers_per_1000_eli","desert_eli"
"4241440","PA Lansdowne borough, Pennsylvania","PA",401,98,244.389027431421,"Moderate desert"
"4242928","PA Levittown CDP, Pennsylvania","PA",1633,822,503.368034292713,"Adequate supply"
"4242976","PA Lewisburg borough, Pennsylvania","PA",228,208,912.280701754386,"Adequate supply"
"4243720","PA Linwood CDP, Pennsylvania","PA",211,131,620.85308056872,"Adequate supply"
"4244864","PA Lower Burrell city, Pennsylvania","PA",383,76,198.433420365535,"Moderate desert"
"4248480","PA Media borough, Pennsylvania","PA",222,10,45.045045045045,"Severe desert"
"4249128","PA Middletown borough, Pennsylvania","PA",460,169,367.391304347826,"Low availability"
"4250344","PA Monessen city, Pennsylvania","PA",299,63,210.702341137124,"Moderate desert"
"4250528","PA Monroeville municipality, Pennsylvania","PA",918,476,518.518518518518,"Adequate supply"
"4250672","PA Montgomeryville CDP, Pennsylvania","PA",312,8,25.6410256410256,"Severe desert"
"4251144","PA Morrisville borough, Pennsylvania","PA",426,202,474.178403755869,"Low availability"
"4251384","PA Mountain Top CDP, Pennsylvania","PA",482,15,31.1203319502075,"Severe desert"
"4251656","PA Mount Joy borough, Pennsylvania","PA",276,38,137.68115942029,"Moderate desert"
"4251744","PA Mount Oliver borough, Pennsylvania","PA",205,312,1521.9512195122,"Adequate supply"
"4251912","PA Mount Pocono borough, Pennsylvania","PA",252,28,111.111111111111,"Moderate desert"
"4252320","PA Munhall borough, Pennsylvania","PA",290,441,1520.68965517241,"Adequate supply"
"4252432","PA Murrysville municipality, Pennsylvania","PA",710,2,2.8169014084507,"Severe desert"
"4252584","PA Nanticoke city, Pennsylvania","PA",283,117,413.427561837456,"Low availability"
"4253464","PA New Cumberland borough, Pennsylvania","PA",263,35,133.079847908745,"Moderate desert"
"4253712","PA New Hope borough, Pennsylvania","PA",246,1,4.0650406504065,"Severe desert"
"4254656","PA Norristown borough, Pennsylvania","PA",801,1338,1670.41198501873,"Adequate supply"
"4254696","PA Northampton borough, Pennsylvania","PA",413,251,607.74818401937,"Adequate supply"
"4255000","PA Northern Cambria borough, Pennsylvania","PA",256,80,312.5,"Low availability"
"4255572","PA Northwest Harborcreek CDP, Pennsylvania","PA",261,52,199.233716475096,"Moderate desert"
"4255664","PA Norwood borough, Pennsylvania","PA",209,28,133.971291866029,"Moderate desert"
"4256088","PA Oakmont borough, Pennsylvania","PA",301,115,382.059800664452,"Low availability"
"4256456","PA Oil City city, Pennsylvania","PA",239,468,1958.1589958159,"Adequate supply"
"4256576","PA Old Forge borough, Pennsylvania","PA",333,87,261.261261261261,"Low availability"
"4257696","PA Palmerton borough, Pennsylvania","PA",332,99,298.192771084337,"Low availability"
"4257816","PA Paoli CDP, Pennsylvania","PA",300,12,40,"Severe desert"
"4258032","PA Parkesburg borough, Pennsylvania","PA",223,129,578.47533632287,"Adequate supply"
"4258036","PA Park Forest Village CDP, Pennsylvania","PA",686,37,53.935860058309,"Severe desert"
"4258240","PA Parkville CDP, Pennsylvania","PA",266,6,22.5563909774436,"Severe desert"
"4259312","PA Penn Wynne CDP, Pennsylvania","PA",359,1,2.78551532033426,"Severe desert"
"4259384","PA Perkasie borough, Pennsylvania","PA",312,22,70.5128205128205,"Severe desert"
"4260000","PA Philadelphia city, Pennsylvania","PA",58444,33198,568.030935596468,"Adequate supply"
"4260120","PA Phoenixville borough, Pennsylvania","PA",792,168,212.121212121212,"Moderate desert"
"4261000","PA Pittsburgh city, Pennsylvania","PA",11669,13839,1185.96280743851,"Adequate supply"
"4261536","PA Plum borough, Pennsylvania","PA",581,116,199.655765920826,"Moderate desert"
"4262416","PA Pottstown borough, Pennsylvania","PA",648,560,864.197530864197,"Adequate supply"
"4262432","PA Pottsville city, Pennsylvania","PA",325,517,1590.76923076923,"Adequate supply"
"4262736","PA Progress CDP, Pennsylvania","PA",256,85,332.03125,"Low availability"
"4262792","PA Prospect Park borough, Pennsylvania","PA",218,24,110.091743119266,"Moderate desert"
"4263048","PA Quakertown borough, Pennsylvania","PA",278,225,809.352517985611,"Adequate supply"
"4264464","PA Richboro CDP, Pennsylvania","PA",203,1,4.92610837438424,"Severe desert"
"4264784","PA Ridgway borough, Pennsylvania","PA",232,141,607.758620689655,"Adequate supply"
"4266144","PA Rosemont CDP, Pennsylvania","PA",209,1,4.78468899521531,"Severe desert"
"4266256","PA Roslyn CDP, Pennsylvania","PA",406,13,32.0197044334975,"Severe desert"
"4267712","PA Sanatoga CDP, Pennsylvania","PA",234,251,1072.64957264957,"Adequate supply"
"4268432","PA Scottdale borough, Pennsylvania","PA",213,21,98.5915492957746,"Severe desert"
"4269715","PA Shanor-Northvue CDP, Pennsylvania","PA",202,43,212.871287128713,"Moderate desert"
"4269752","PA Sharon Hill borough, Pennsylvania","PA",307,160,521.172638436482,"Adequate supply"
"4271856","PA Souderton borough, Pennsylvania","PA",260,123,473.076923076923,"Low availability"
"4273312","PA Spring Mount CDP, Pennsylvania","PA",205,1,4.8780487804878,"Severe desert"
"4273528","PA Spry CDP, Pennsylvania","PA",219,3,13.6986301369863,"Severe desert"
"4275648","PA Swarthmore borough, Pennsylvania","PA",268,1,3.73134328358209,"Severe desert"
"4275816","PA Swissvale borough, Pennsylvania","PA",389,540,1388.17480719794,"Adequate supply"
"4275832","PA Swoyersville borough, Pennsylvania","PA",223,34,152.466367713004,"Moderate desert"
"4277016","PA Toftrees CDP, Pennsylvania","PA",215,3,13.953488372093,"Severe desert"
"4280218","PA Village Green-Green Ridge CDP, Pennsylvania","PA",270,10,37.037037037037,"Severe desert"
"4281328","PA Washington city, Pennsylvania","PA",290,404,1393.10344827586,"Adequate supply"
"4281752","PA Wayne CDP, Pennsylvania","PA",393,1,2.54452926208651,"Severe desert"
"4281824","PA Waynesboro borough, Pennsylvania","PA",238,216,907.563025210084,"Adequate supply"
"4282008","PA Weigelstown CDP, Pennsylvania","PA",616,27,43.8311688311688,"Severe desert"
"4282704","PA West Chester borough, Pennsylvania","PA",451,391,866.962305986696,"Adequate supply"
"4283512","PA West Mifflin borough, Pennsylvania","PA",801,653,815.230961298377,"Adequate supply"
"4284144","PA West View borough, Pennsylvania","PA",205,46,224.390243902439,"Moderate desert"
"4284512","PA Whitehall borough, Pennsylvania","PA",653,160,245.022970903522,"Moderate desert"
"4285464","PA Willow Street CDP, Pennsylvania","PA",341,38,111.436950146628,"Moderate desert"
"4286288","PA Woodlyn CDP, Pennsylvania","PA",426,266,624.413145539906,"Adequate supply"
"4286776","PA Wyndmoor CDP, Pennsylvania","PA",241,3,12.448132780083,"Severe desert"
"4286880","PA Wyomissing borough, Pennsylvania","PA",276,14,50.7246376811594,"Severe desert"
"4286968","PA Yeadon borough, Pennsylvania","PA",267,161,602.996254681648,"Adequate supply"
"4419180","RI Cranston city, Rhode Island","RI",4157,1146,275.679576617753,"Low availability"
"4420260","RI Cumberland Hill CDP, Rhode Island","RI",352,112,318.181818181818,"Low availability"
"4422960","RI East Providence city, Rhode Island","RI",2118,1885,889.990557129367,"Adequate supply"
"4431600","RI Greenville CDP, Rhode Island","RI",293,6,20.4778156996587,"Severe desert"
"4448700","RI Narragansett Pier CDP, Rhode Island","RI",252,171,678.571428571429,"Adequate supply"
"4449960","RI Newport city, Rhode Island","RI",1390,1174,844.604316546763,"Adequate supply"
"4450140","RI Newport East CDP, Rhode Island","RI",814,387,475.429975429975,"Low availability"
"4454640","RI Pawtucket city, Rhode Island","RI",3581,2369,661.54705389556,"Adequate supply"
"4459000","RI Providence city, Rhode Island","RI",9601,7763,808.561608165816,"Adequate supply"
"4470700","RI Tiverton CDP, Rhode Island","RI",281,75,266.903914590747,"Low availability"
"4472500","RI Valley Falls CDP, Rhode Island","RI",347,227,654.178674351585,"Adequate supply"
"4473132","RI Wakefield-Peace Dale CDP, Rhode Island","RI",505,245,485.148514851485,"Low availability"
"4474300","RI Warwick city, Rhode Island","RI",3987,1438,360.67218459995,"Low availability"
"4476820","RI Westerly CDP, Rhode Island","RI",685,443,646.715328467153,"Adequate supply"
"4480780","RI Woonsocket city, Rhode Island","RI",1123,1912,1702.58236865539,"Adequate supply"
"4500550","SC Aiken city, South Carolina","SC",1618,676,417.799752781211,"Low availability"
"4504690","SC Beaufort city, South Carolina","SC",334,421,1260.47904191617,"Adequate supply"
"4507210","SC Bluffton town, South Carolina","SC",798,4,5.0125313283208,"Severe desert"
"4507345","SC Boiling Springs CDP, South Carolina","SC",283,86,303.886925795053,"Low availability"
"4510855","SC Camden city, South Carolina","SC",384,157,408.854166666667,"Low availability"
"4511833","SC Carolina Forest CDP, South Carolina","SC",817,51,62.4235006119951,"Severe desert"
"4512655","SC Cayce city, South Carolina","SC",324,174,537.037037037037,"Adequate supply"
"4513330","SC Charleston city, South Carolina","SC",7264,1892,260.462555066079,"Low availability"
"4515355","SC Clover town, South Carolina","SC",239,95,397.489539748954,"Low availability"
"4516000","SC Columbia city, South Carolina","SC",5715,3942,689.763779527559,"Adequate supply"
"4516405","SC Conway city, South Carolina","SC",783,272,347.381864623244,"Low availability"
"4521985","SC Easley city, South Carolina","SC",865,273,315.606936416185,"Low availability"
"4525540","SC Five Forks CDP, South Carolina","SC",440,3,6.81818181818182,"Severe desert"
"4525810","SC Florence city, South Carolina","SC",1262,799,633.122028526149,"Adequate supply"
"4526305","SC Forest Acres city, South Carolina","SC",352,40,113.636363636364,"Moderate desert"
"4526890","SC Fort Mill town, South Carolina","SC",636,266,418.238993710692,"Low availability"
"4527070","SC Fountain Inn city, South Carolina","SC",223,41,183.856502242152,"Moderate desert"
"4528455","SC Garden City CDP, South Carolina","SC",329,14,42.5531914893617,"Severe desert"
"4528870","SC Georgetown city, South Carolina","SC",294,140,476.190476190476,"Low availability"
"4529815","SC Goose Creek city, South Carolina","SC",1162,441,379.518072289157,"Low availability"
"4530850","SC Greenville city, South Carolina","SC",4214,2665,632.415757000475,"Adequate supply"
"4530985","SC Greer city, South Carolina","SC",1097,441,402.00546946217,"Low availability"
"4532065","SC Hanahan city, South Carolina","SC",645,63,97.6744186046512,"Severe desert"
"4532245","SC Hardeeville city, South Carolina","SC",486,16,32.9218106995885,"Severe desert"
"4534045","SC Hilton Head Island town, South Carolina","SC",1121,120,107.047279214987,"Moderate desert"
"4534495","SC Hollywood town, South Carolina","SC",218,17,77.9816513761468,"Severe desert"
"4535890","SC Irmo town, South Carolina","SC",410,131,319.512195121951,"Low availability"
"4536430","SC James Island town, South Carolina","SC",327,9,27.5229357798165,"Severe desert"
"4539220","SC Ladson CDP, South Carolina","SC",531,116,218.455743879473,"Moderate desert"
"4539785","SC Lake Wylie CDP, South Carolina","SC",551,1,1.81488203266788,"Severe desert"
"4541335","SC Lexington town, South Carolina","SC",589,171,290.322580645161,"Low availability"
"4541830","SC Litchfield Beach CDP, South Carolina","SC",290,41,141.379310344828,"Moderate desert"
"4542010","SC Little River CDP, South Carolina","SC",242,25,103.305785123967,"Moderate desert"
"4543000","SC Lugoff CDP, South Carolina","SC",336,84,250,"Low availability"
"4545115","SC Mauldin city, South Carolina","SC",621,198,318.840579710145,"Low availability"
"4547275","SC Moncks Corner town, South Carolina","SC",283,155,547.703180212014,"Adequate supply"
"4548535","SC Mount Pleasant town, South Carolina","SC",4275,7,1.6374269005848,"Severe desert"
"4548985","SC Murrells Inlet CDP, South Carolina","SC",405,2,4.93827160493827,"Severe desert"
"4549075","SC Myrtle Beach city, South Carolina","SC",1176,651,553.571428571429,"Adequate supply"
"4550695","SC North Augusta city, South Carolina","SC",1126,362,321.492007104796,"Low availability"
"4550875","SC North Charleston city, South Carolina","SC",2846,3251,1142.30498945889,"Adequate supply"
"4551280","SC North Myrtle Beach city, South Carolina","SC",453,2,4.41501103752759,"Severe desert"
"4551720","SC Oak Grove CDP, South Carolina","SC",459,45,98.0392156862745,"Severe desert"
"4556365","SC Piedmont CDP, South Carolina","SC",215,8,37.2093023255814,"Severe desert"
"4558030","SC Port Royal town, South Carolina","SC",257,133,517.509727626459,"Adequate supply"
"4558170","SC Powdersville CDP, South Carolina","SC",331,2,6.04229607250755,"Severe desert"
"4559110","SC Red Bank CDP, South Carolina","SC",229,44,192.139737991266,"Moderate desert"
"4559190","SC Red Hill CDP, South Carolina","SC",250,86,344,"Low availability"
"4561405","SC Rock Hill city, South Carolina","SC",1488,799,536.962365591398,"Adequate supply"
"4565095","SC Seneca city, South Carolina","SC",304,267,878.289473684211,"Adequate supply"
"4565207","SC Seven Oaks CDP, South Carolina","SC",216,290,1342.59259259259,"Adequate supply"
"4566580","SC Simpsonville city, South Carolina","SC",438,98,223.744292237443,"Moderate desert"
"4567390","SC Socastee CDP, South Carolina","SC",350,159,454.285714285714,"Low availability"
"4568290","SC Spartanburg city, South Carolina","SC",1577,2093,1327.20355104629,"Adequate supply"
"4570270","SC Summerville town, South Carolina","SC",1195,852,712.970711297071,"Adequate supply"
"4570405","SC Sumter city, South Carolina","SC",1348,947,702.522255192878,"Adequate supply"
"4571395","SC Taylors CDP, South Carolina","SC",473,330,697.674418604651,"Adequate supply"
"4571417","SC Tega Cay city, South Carolina","SC",273,2,7.32600732600733,"Severe desert"
"4573465","SC Valley Falls CDP, South Carolina","SC",247,63,255.060728744939,"Low availability"
"4573870","SC Wade Hampton CDP, South Carolina","SC",495,94,189.89898989899,"Moderate desert"
"4575535","SC Welcome CDP, South Carolina","SC",202,44,217.821782178218,"Moderate desert"
"4575850","SC West Columbia city, South Carolina","SC",505,95,188.118811881188,"Moderate desert"
"4577042","SC White Knoll CDP, South Carolina","SC",203,57,280.788177339901,"Low availability"
"4600100","SD Aberdeen city, South Dakota","SD",546,812,1487.17948717949,"Adequate supply"
"4606620","SD Box Elder city, South Dakota","SD",400,102,255,"Low availability"
"4607580","SD Brookings city, South Dakota","SD",338,515,1523.66863905325,"Adequate supply"
"4631060","SD Huron city, South Dakota","SD",428,448,1046.72897196262,"Adequate supply"
"4643100","SD Mitchell city, South Dakota","SD",290,524,1806.89655172414,"Adequate supply"
"4649600","SD Pierre city, South Dakota","SD",357,335,938.375350140056,"Adequate supply"
"4652980","SD Rapid City city, South Dakota","SD",1237,2150,1738.07599029911,"Adequate supply"
"4659020","SD Sioux Falls city, South Dakota","SD",5031,2947,585.768236931028,"Adequate supply"
"4660020","SD Spearfish city, South Dakota","SD",205,317,1546.34146341463,"Adequate supply"
"4662100","SD Sturgis city, South Dakota","SD",250,138,552,"Adequate supply"
"4666700","SD Vermillion city, South Dakota","SD",591,370,626.057529610829,"Adequate supply"
"4669300","SD Watertown city, South Dakota","SD",570,491,861.40350877193,"Adequate supply"
"4673060","SD Yankton city, South Dakota","SD",520,515,990.384615384615,"Adequate supply"
"4701480","TN Apison CDP, Tennessee","TN",224,1,4.46428571428571,"Severe desert"
"4701740","TN Arlington town, Tennessee","TN",452,3,6.63716814159292,"Severe desert"
"4702320","TN Athens city, Tennessee","TN",459,834,1816.99346405229,"Adequate supply"
"4702340","TN Atoka town, Tennessee","TN",324,3,9.25925925925926,"Severe desert"
"4703440","TN Bartlett city, Tennessee","TN",1546,9,5.82147477360931,"Severe desert"
"4708540","TN Bristol city, Tennessee","TN",531,280,527.306967984934,"Adequate supply"
"4714000","TN Chattanooga city, Tennessee","TN",4536,5618,1238.53615520282,"Adequate supply"
"4715160","TN Clarksville city, Tennessee","TN",5010,1363,272.055888223553,"Low availability"
"4715400","TN Cleveland city, Tennessee","TN",1091,943,864.344637946838,"Adequate supply"
"4715580","TN Clinton city, Tennessee","TN",204,352,1725.49019607843,"Adequate supply"
"4716420","TN Collierville town, Tennessee","TN",1289,1,0.775795190069822,"Severe desert"
"4716540","TN Columbia city, Tennessee","TN",1215,817,672.427983539095,"Adequate supply"
"4718540","TN Crossville city, Tennessee","TN",472,363,769.067796610169,"Adequate supply"
"4720620","TN Dickson city, Tennessee","TN",467,1059,2267.66595289079,"Adequate supply"
"4722200","TN Dyersburg city, Tennessee","TN",727,348,478.679504814305,"Low availability"
"4722340","TN Eagleton Village CDP, Tennessee","TN",203,55,270.935960591133,"Low availability"
"4722720","TN East Ridge city, Tennessee","TN",321,206,641.744548286604,"Adequate supply"
"4725440","TN Fairview city, Tennessee","TN",330,72,218.181818181818,"Moderate desert"
"4725760","TN Farragut town, Tennessee","TN",634,4,6.30914826498423,"Severe desert"
"4725920","TN Fayetteville city, Tennessee","TN",291,122,419.243986254296,"Low availability"
"4727740","TN Franklin city, Tennessee","TN",2144,326,152.05223880597,"Moderate desert"
"4728540","TN Gallatin city, Tennessee","TN",1401,928,662.384011420414,"Adequate supply"
"4729920","TN Goodlettsville city, Tennessee","TN",352,247,701.704545454545,"Adequate supply"
"4730980","TN Greeneville town, Tennessee","TN",548,317,578.467153284672,"Adequate supply"
"4731810","TN Halls CDP, Tennessee","TN",412,149,361.650485436893,"Low availability"
"4732600","TN Harrison CDP, Tennessee","TN",303,22,72.6072607260726,"Severe desert"
"4733260","TN Henderson city, Tennessee","TN",225,215,955.555555555556,"Adequate supply"
"4733280","TN Hendersonville city, Tennessee","TN",1464,359,245.218579234973,"Moderate desert"
"4737640","TN Jackson city, Tennessee","TN",1906,2542,1333.68310598111,"Adequate supply"
"4738320","TN Johnson City city, Tennessee","TN",2315,1772,765.442764578834,"Adequate supply"
"4739560","TN Kingsport city, Tennessee","TN",1575,2199,1396.19047619048,"Adequate supply"
"4740000","TN Knoxville city, Tennessee","TN",6428,9784,1522.09085252022,"Adequate supply"
"4741200","TN La Vergne city, Tennessee","TN",456,105,230.263157894737,"Moderate desert"
"4741520","TN Lebanon city, Tennessee","TN",1298,634,488.4437596302,"Low availability"
"4741760","TN Lenoir City city, Tennessee","TN",432,199,460.648148148148,"Low availability"
"4741860","TN Lewisburg city, Tennessee","TN",297,295,993.265993265993,"Adequate supply"
"4746380","TN Maryville city, Tennessee","TN",969,347,358.101135190918,"Low availability"
"4748000","TN Memphis city, Tennessee","TN",22060,14908,675.793291024479,"Adequate supply"
"4748360","TN Middle Valley CDP, Tennessee","TN",220,41,186.363636363636,"Moderate desert"
"4749060","TN Millington city, Tennessee","TN",334,19,56.8862275449102,"Severe desert"
"4750780","TN Mount Juliet city, Tennessee","TN",744,85,114.247311827957,"Moderate desert"
"4751560","TN Murfreesboro city, Tennessee","TN",3184,1497,470.163316582915,"Low availability"
"4752006","TN Nashville-Davidson metropolitan government (balance), Tennessee","TN",25966,17735,683.008549641839,"Adequate supply"
"4754920","TN Oakland town, Tennessee","TN",227,6,26.431718061674,"Severe desert"
"4755120","TN Oak Ridge city, Tennessee","TN",1115,758,679.820627802691,"Adequate supply"
"4760280","TN Portland city, Tennessee","TN",248,83,334.677419354839,"Low availability"
"4760480","TN Powell CDP, Tennessee","TN",615,226,367.479674796748,"Low availability"
"4761960","TN Red Bank city, Tennessee","TN",256,113,441.40625,"Low availability"
"4767120","TN Sevierville city, Tennessee","TN",231,154,666.666666666667,"Adequate supply"
"4767200","TN Seymour CDP, Tennessee","TN",400,17,42.5,"Severe desert"
"4767760","TN Shelbyville city, Tennessee","TN",498,176,353.413654618474,"Low availability"
"4769420","TN Smyrna town, Tennessee","TN",980,496,506.122448979592,"Adequate supply"
"4769560","TN Soddy-Daisy city, Tennessee","TN",292,28,95.8904109589041,"Severe desert"
"4770500","TN Springfield city, Tennessee","TN",227,251,1105.7268722467,"Adequate supply"
"4770580","TN Spring Hill city, Tennessee","TN",1758,6,3.41296928327645,"Severe desert"
"4775000","TN Trenton city, Tennessee","TN",273,96,351.648351648352,"Low availability"
"4775320","TN Tullahoma city, Tennessee","TN",349,390,1117.47851002865,"Adequate supply"
"4779980","TN White Bluff town, Tennessee","TN",208,93,447.115384615385,"Low availability"
"4780200","TN White House city, Tennessee","TN",408,35,85.7843137254902,"Severe desert"
"4801000","TX Abilene city, Texas","TX",2433,1803,741.060419235512,"Adequate supply"
"4801240","TX Addison town, Texas","TX",527,5,9.4876660341556,"Severe desert"
"4801576","TX Alamo city, Texas","TX",629,230,365.659777424483,"Low availability"
"4801600","TX Alamo Heights city, Texas","TX",408,9,22.0588235294118,"Severe desert"
"4801924","TX Allen city, Texas","TX",2731,222,81.288905162944,"Severe desert"
"4802272","TX Alvin city, Texas","TX",802,212,264.339152119701,"Low availability"
"4803000","TX Amarillo city, Texas","TX",4241,3858,909.691110587126,"Adequate supply"
"4803216","TX Andrews city, Texas","TX",468,17,36.3247863247863,"Severe desert"
"4803264","TX Angleton city, Texas","TX",733,217,296.043656207367,"Low availability"
"4803300","TX Anna city, Texas","TX",671,409,609.538002980626,"Adequate supply"
"4803600","TX Aransas Pass city, Texas","TX",475,134,282.105263157895,"Low availability"
"4803768","TX Argyle city, Texas","TX",225,7,31.1111111111111,"Severe desert"
"4804000","TX Arlington city, Texas","TX",9333,4628,495.87485267331,"Low availability"
"4804462","TX Atascocita CDP, Texas","TX",1647,445,270.188221007893,"Low availability"
"4804504","TX Athens city, Texas","TX",478,272,569.037656903766,"Adequate supply"
"4804600","TX Aubrey city, Texas","TX",207,106,512.07729468599,"Adequate supply"
"4805000","TX Austin city, Texas","TX",43815,9591,218.897637795276,"Moderate desert"
"4805168","TX Azle city, Texas","TX",355,12,33.8028169014084,"Severe desert"
"4805180","TX Bacliff CDP, Texas","TX",370,23,62.1621621621622,"Severe desert"
"4805372","TX Balch Springs city, Texas","TX",423,615,1453.90070921986,"Adequate supply"
"4805864","TX Bastrop city, Texas","TX",497,102,205.23138832998,"Moderate desert"
"4805984","TX Bay City city, Texas","TX",755,479,634.437086092715,"Adequate supply"
"4806128","TX Baytown city, Texas","TX",1654,986,596.130592503023,"Adequate supply"
"4807000","TX Beaumont city, Texas","TX",3032,4636,1529.02374670185,"Adequate supply"
"4807132","TX Bedford city, Texas","TX",1138,237,208.260105448155,"Moderate desert"
"4807192","TX Beeville city, Texas","TX",419,314,749.403341288783,"Adequate supply"
"4807300","TX Bellaire city, Texas","TX",786,20,25.4452926208651,"Severe desert"
"4807492","TX Belton city, Texas","TX",392,295,752.551020408163,"Adequate supply"
"4807552","TX Benbrook city, Texas","TX",589,80,135.823429541596,"Moderate desert"
"4808236","TX Big Spring city, Texas","TX",922,594,644.251626898048,"Adequate supply"
"4808392","TX Bishop city, Texas","TX",229,42,183.406113537118,"Moderate desert"
"4809160","TX Boerne city, Texas","TX",558,95,170.250896057348,"Moderate desert"
"4809250","TX Bolivar Peninsula CDP, Texas","TX",241,3,12.448132780083,"Severe desert"
"4809328","TX Bonham city, Texas","TX",271,285,1051.66051660517,"Adequate supply"
"4810156","TX Brenham city, Texas","TX",434,453,1043.77880184332,"Adequate supply"
"4810192","TX Briar CDP, Texas","TX",231,1,4.32900432900433,"Severe desert"
"4810252","TX Bridge City city, Texas","TX",350,36,102.857142857143,"Moderate desert"
"4810897","TX Brushy Creek CDP, Texas","TX",476,11,23.109243697479,"Severe desert"
"4810912","TX Bryan city, Texas","TX",3015,1392,461.691542288557,"Low availability"
"4811080","TX Buda city, Texas","TX",458,14,30.5676855895196,"Severe desert"
"4811368","TX Burkburnett city, Texas","TX",237,41,172.995780590717,"Moderate desert"
"4811428","TX Burleson city, Texas","TX",1414,108,76.3790664780764,"Severe desert"
"4811464","TX Burnet city, Texas","TX",372,141,379.032258064516,"Low availability"
"4812532","TX Canyon city, Texas","TX",595,62,104.201680672269,"Moderate desert"
"4812580","TX Canyon Lake CDP, Texas","TX",1054,28,26.5654648956357,"Severe desert"
"4813024","TX Carrollton city, Texas","TX",2931,357,121.801432958035,"Moderate desert"
"4813492","TX Cedar Hill city, Texas","TX",1355,687,507.011070110701,"Adequate supply"
"4813552","TX Cedar Park city, Texas","TX",2732,178,65.1537335285505,"Severe desert"
"4813684","TX Celina city, Texas","TX",810,67,82.7160493827161,"Severe desert"
"4814236","TX Channelview CDP, Texas","TX",568,149,262.323943661972,"Low availability"
"4814920","TX Cibolo city, Texas","TX",793,42,52.9634300126103,"Severe desert"
"4814929","TX Cinco Ranch CDP, Texas","TX",798,1,1.2531328320802,"Severe desert"
"4815364","TX Cleburne city, Texas","TX",505,415,821.782178217822,"Adequate supply"
"4815436","TX Cleveland city, Texas","TX",204,119,583.333333333333,"Adequate supply"
"4815976","TX College Station city, Texas","TX",5799,764,131.746852905673,"Moderate desert"
"4815988","TX Colleyville city, Texas","TX",579,3,5.18134715025907,"Severe desert"
"4816432","TX Conroe city, Texas","TX",1750,537,306.857142857143,"Low availability"
"4816468","TX Converse city, Texas","TX",940,316,336.170212765957,"Low availability"
"4816612","TX Coppell city, Texas","TX",1033,34,32.9138431752178,"Severe desert"
"4816624","TX Copperas Cove city, Texas","TX",1038,239,230.250481695568,"Moderate desert"
"4816696","TX Corinth city, Texas","TX",516,52,100.77519379845,"Moderate desert"
"4817000","TX Corpus Christi city, Texas","TX",6250,5410,865.6,"Adequate supply"
"4817060","TX Corsicana city, Texas","TX",488,276,565.573770491803,"Adequate supply"
"4817960","TX Crowley city, Texas","TX",402,84,208.955223880597,"Moderate desert"
"4819000","TX Dallas city, Texas","TX",54111,16103,297.591986841862,"Low availability"
"4819624","TX Deer Park city, Texas","TX",632,72,113.924050632911,"Moderate desert"
"4819792","TX Del Rio city, Texas","TX",1047,727,694.364851957975,"Adequate supply"
"4819900","TX Denison city, Texas","TX",296,359,1212.83783783784,"Adequate supply"
"4819972","TX Denton city, Texas","TX",5134,1065,207.440592130892,"Moderate desert"
"4820092","TX DeSoto city, Texas","TX",1406,922,655.761024182077,"Adequate supply"
"4820344","TX Dickinson city, Texas","TX",733,103,140.518417462483,"Moderate desert"
"4821556","TX Dumas city, Texas","TX",230,21,91.304347826087,"Severe desert"
"4821628","TX Duncanville city, Texas","TX",938,406,432.835820895522,"Low availability"
"4821892","TX Eagle Pass city, Texas","TX",1081,426,394.079555966698,"Low availability"
"4822132","TX Eastland city, Texas","TX",220,33,150,"Moderate desert"
"4822660","TX Edinburg city, Texas","TX",2689,1267,471.178876905913,"Low availability"
"4822864","TX El Campo city, Texas","TX",407,41,100.737100737101,"Moderate desert"
"4823044","TX Elgin city, Texas","TX",328,80,243.90243902439,"Moderate desert"
"4824000","TX El Paso city, Texas","TX",17852,13108,734.259466726417,"Adequate supply"
"4824348","TX Ennis city, Texas","TX",356,269,755.61797752809,"Adequate supply"
"4824768","TX Euless city, Texas","TX",1343,193,143.708116157856,"Moderate desert"
"4825224","TX Fairview town, Texas","TX",601,2,3.32778702163062,"Severe desert"
"4825452","TX Farmers Branch city, Texas","TX",892,20,22.4215246636771,"Severe desert"
"4825572","TX Fate city, Texas","TX",276,105,380.434782608696,"Low availability"
"4826160","TX Floresville city, Texas","TX",336,133,395.833333333333,"Low availability"
"4826232","TX Flower Mound town, Texas","TX",1968,53,26.9308943089431,"Severe desert"
"4826604","TX Forney city, Texas","TX",840,454,540.47619047619,"Adequate supply"
"4826808","TX Fort Stockton city, Texas","TX",489,153,312.883435582822,"Low availability"
"4827000","TX Fort Worth city, Texas","TX",24808,11808,475.975491776846,"Low availability"
"4827102","TX Four Corners CDP, Texas","TX",212,10,47.1698113207547,"Severe desert"
"4827348","TX Fredericksburg city, Texas","TX",264,37,140.151515151515,"Moderate desert"
"4827420","TX Freeport city, Texas","TX",253,152,600.790513833992,"Adequate supply"
"4827540","TX Fresno CDP, Texas","TX",396,59,148.989898989899,"Moderate desert"
"4827648","TX Friendswood city, Texas","TX",1384,16,11.5606936416185,"Severe desert"
"4827684","TX Frisco city, Texas","TX",5623,339,60.2881024364218,"Severe desert"
"4827876","TX Fulshear city, Texas","TX",364,4,10.989010989011,"Severe desert"
"4827984","TX Gainesville city, Texas","TX",281,640,2277.58007117438,"Adequate supply"
"4828068","TX Galveston city, Texas","TX",2365,1857,785.200845665962,"Adequate supply"
"4829000","TX Garland city, Texas","TX",4382,1753,400.045641259699,"Low availability"
